group,variable,value
Cambodia,1977,0.240
Cambodia,1978,0.224
Cambodia,1979,0.207
Cambodia,1980,0.190
Cambodia,1981,0.087
Cambodia,1982,0.164
Cambodia,1983,0.177
Cambodia,1984,0.247
Cambodia,1985,0.055
Cambodia,1986,0.432
Cambodia,1987,0.070
Cambodia,1988,0.440
Cambodia,1989,8.414
Cambodia,1990,11.364
Cambodia,1991,38.120
Cambodia,1992,34.408
Cambodia,1993,46.379
Cambodia,1994,41.836
Cambodia,1995,49.342
Cambodia,1996,37.519
Cambodia,1997,46.923
Cambodia,1998,22.084
Cambodia,1999,22.713
Cambodia,2000,25.459
Cambodia,2001,35.673
Cambodia,2002,78.358
Cambodia,2003,76.427
Cambodia,2004,80.006
Cambodia,2005,102.811
Cambodia,2006,73.179
Cambodia,2007,78.107
Cambodia,2008,76.200
Cambodia,2009,79.325
Cambodia,2010,87.879
Cambodia,2011,80.591
Cambodia,2012,86.134
Cambodia,2013,77.706
Chile,1973,10.182
Chile,1974,191.456
Chile,1975,245.261
Chile,1976,106.368
Chile,1977,0.180
Chile,1979,23.210
Chile,1980,11.775
Chile,1981,20.892
Chile,1982,4.746
Chile,1983,19.345
Chile,1984,274.251
Chile,1985,607.272
Chile,1986,98.858
Chile,1987,14.794
Chile,1988,14.268
Chile,1989,55.339
Chile,1990,132.059
Chile,1991,303.596
Chile,1992,332.417
Chile,1993,45.613
Chile,1994,17.599
Chile,1995,234.507
Chile,1996,34.108
Chile,1997,64.351
Chile,1998,250.715
Chile,1999,234.657
Chile,2000,94.277
Chile,2001,193.733
Chile,2002,2.217
Chile,2003,2.454
Chile,2004,2.706
Chile,2005,2.826
Chile,2006,1.262
Chile,2007,1.282
Chile,2008,2.780
Chile,2009,6.258
Chile,2010,24.629
Chile,2011,1.576
Chile,2012,2.161
Chile,2013,4.702
Colombia,1973,417.532
Colombia,1974,137.845
Colombia,1975,53.598
Colombia,1976,32.198
Colombia,1980,56.027
Colombia,1981,100.849
Colombia,1982,1105.252
Colombia,1983,12.942
Colombia,1984,8.630
Colombia,1985,799.140
Colombia,1986,1.624
Colombia,1987,52.354
Colombia,1988,88.211
Colombia,1989,52.359
Colombia,1990,401.459
Colombia,1991,313.886
Colombia,1992,388.686
Colombia,1993,583.897
Colombia,1994,217.381
Colombia,1995,510.554
Colombia,1996,629.411
Colombia,1997,0.064
Colombia,1998,311.970
Colombia,1999,469.529
Colombia,2000,1772.089
Colombia,2001,322.188
Colombia,2002,657.266
Colombia,2003,790.756
Colombia,2004,768.501
Colombia,2005,834.364
Colombia,2006,1382.621
Colombia,2007,439.082
Colombia,2008,874.301
Colombia,2009,852.687
Colombia,2010,673.872
Colombia,2011,267.022
Colombia,2012,405.721
Colombia,2013,318.373
"Congo, Republic of",1974,2.736
"Congo, Republic of",1981,4.341
"Congo, Republic of",1982,5.933
"Congo, Republic of",1983,1.968
"Congo, Republic of",1984,1.897
"Congo, Republic of",1985,1.915
"Congo, Republic of",1986,0.946
"Congo, Republic of",1987,0.875
"Congo, Republic of",1988,0.863
"Congo, Republic of",1989,0.815
"Congo, Republic of",1990,3.768
"Congo, Republic of",1991,4.076
"Congo, Republic of",1992,10.916
"Congo, Republic of",1993,1.014
"Congo, Republic of",1994,9.509
"Congo, Republic of",1995,16.267
"Congo, Republic of",1996,10.915
"Congo, Republic of",1998,0.013
"Congo, Republic of",2000,11.339
"Congo, Republic of",2001,11.616
"Congo, Republic of",2002,10.181
"Congo, Republic of",2003,6.661
"Congo, Republic of",2004,1.272
"Congo, Republic of",2005,26.637
"Congo, Republic of",2006,15.256
"Congo, Republic of",2007,12.737
"Congo, Republic of",2008,3.047
"Congo, Republic of",2009,11.636
"Congo, Republic of",2010,28.265
"Congo, Republic of",2011,4.276
"Congo, Republic of",2012,12.259
"Congo, Republic of",2013,3.530
Costa Rica,1973,3.464
Costa Rica,1974,31.164
Costa Rica,1975,20.265
Costa Rica,1977,16.515
Costa Rica,1978,15.433
Costa Rica,1979,45.462
Costa Rica,1980,40.214
Costa Rica,1981,39.981
Costa Rica,1982,272.283
Costa Rica,1983,317.803
Costa Rica,1984,352.246
Costa Rica,1985,358.474
Costa Rica,1986,283.034
Costa Rica,1987,317.869
Costa Rica,1988,216.112
Costa Rica,1989,237.866
Costa Rica,1990,76.355
Costa Rica,1991,84.740
Costa Rica,1992,70.690
Costa Rica,1993,8.652
Costa Rica,1994,12.288
Costa Rica,1995,66.467
Costa Rica,1996,90.146
Costa Rica,1998,0.437
Costa Rica,1999,0.770
Costa Rica,2000,5.336
Costa Rica,2001,3.587
Costa Rica,2002,6.533
Costa Rica,2003,4.609
Costa Rica,2004,5.342
Costa Rica,2005,14.194
Costa Rica,2006,27.900
Costa Rica,2007,8.373
Costa Rica,2008,25.473
Costa Rica,2009,18.038
Costa Rica,2010,10.970
Costa Rica,2011,7.427
Costa Rica,2012,8.391
Costa Rica,2013,7.825
Dominican Republic,1973,57.409
Dominican Republic,1974,59.888
Dominican Republic,1975,16.922
Dominican Republic,1976,47.913
Dominican Republic,1977,7.417
Dominican Republic,1978,60.327
Dominican Republic,1979,79.422
Dominican Republic,1980,112.829
Dominican Republic,1981,270.652
Dominican Republic,1982,218.569
Dominican Republic,1983,186.405
Dominican Republic,1984,187.148
Dominican Republic,1985,319.295
Dominican Republic,1986,272.764
Dominican Republic,1987,97.016
Dominican Republic,1988,126.666
Dominican Republic,1989,175.230
Dominican Republic,1990,52.905
Dominican Republic,1991,80.042
Dominican Republic,1992,26.129
Dominican Republic,1993,28.269
Dominican Republic,1994,15.216
Dominican Republic,1995,12.832
Dominican Republic,1996,7.788
Dominican Republic,1997,14.791
Dominican Republic,1998,18.840
Dominican Republic,1999,103.513
Dominican Republic,2000,102.419
Dominican Republic,2001,86.940
Dominican Republic,2002,872.563
Dominican Republic,2003,43.312
Dominican Republic,2004,45.565
Dominican Republic,2005,34.636
Dominican Republic,2006,55.506
Dominican Republic,2007,75.595
Dominican Republic,2008,47.465
Dominican Republic,2009,65.088
Dominican Republic,2010,84.119
Dominican Republic,2011,50.499
Dominican Republic,2012,58.326
Dominican Republic,2013,45.428
Ecuador,1973,9.682
Ecuador,1974,12.125
Ecuador,1979,2.590
Ecuador,1980,27.752
Ecuador,1981,26.641
Ecuador,1982,39.315
Ecuador,1983,51.044
Ecuador,1984,77.491
Ecuador,1985,96.777
Ecuador,1986,101.318
Ecuador,1987,96.046
Ecuador,1988,49.200
Ecuador,1989,57.090
Ecuador,1990,32.013
Ecuador,1991,25.583
Ecuador,1992,42.724
Ecuador,1993,23.339
Ecuador,1994,14.465
Ecuador,1995,17.215
Ecuador,1996,239.871
Ecuador,1997,14.736
Ecuador,1998,22.779
Ecuador,1999,37.031
Ecuador,2000,111.596
Ecuador,2001,77.506
Ecuador,2002,127.362
Ecuador,2003,101.354
Ecuador,2004,159.218
Ecuador,2005,96.340
Ecuador,2006,82.167
Ecuador,2007,68.281
Ecuador,2008,51.153
Ecuador,2009,43.765
Ecuador,2010,44.416
Ecuador,2011,46.012
Ecuador,2012,24.566
Ecuador,2013,38.472
Egypt,1973,3.415
Egypt,1974,236.889
Egypt,1975,1488.386
Egypt,1976,2311.119
Egypt,1977,2459.017
Egypt,1978,2353.885
Egypt,1979,1357.562
Egypt,1980,2827.605
Egypt,1981,2580.824
Egypt,1982,2399.195
Egypt,1983,1758.356
Egypt,1984,2962.098
Egypt,1985,2624.896
Egypt,1986,2303.524
Egypt,1987,1587.171
Egypt,1988,1706.707
Egypt,1989,1507.536
Egypt,1990,1726.106
Egypt,1991,8936.804
Egypt,1992,1391.522
Egypt,1993,1090.527
Egypt,1994,868.081
Egypt,1995,1357.915
Egypt,1996,1116.560
Egypt,1997,907.273
Egypt,1998,1104.279
Egypt,1999,1014.925
Egypt,2000,1245.771
Egypt,2001,1161.445
Egypt,2002,1059.826
Egypt,2003,507.306
Egypt,2004,776.096
Egypt,2005,335.393
Egypt,2006,769.159
Egypt,2007,730.752
Egypt,2008,454.219
Egypt,2009,255.787
Egypt,2010,349.663
Egypt,2011,159.706
Egypt,2012,100.326
Egypt,2013,395.535
El Salvador,1973,30.344
El Salvador,1974,4.769
El Salvador,1978,15.853
El Salvador,1979,14.973
El Salvador,1980,105.082
El Salvador,1981,257.723
El Salvador,1982,406.499
El Salvador,1983,480.207
El Salvador,1984,436.196
El Salvador,1985,787.446
El Salvador,1986,480.538
El Salvador,1987,801.796
El Salvador,1988,583.335
El Salvador,1989,433.695
El Salvador,1990,444.278
El Salvador,1991,329.368
El Salvador,1992,394.179
El Salvador,1993,340.380
El Salvador,1994,95.944
El Salvador,1995,202.447
El Salvador,1996,387.080
El Salvador,1997,62.858
El Salvador,1998,79.381
El Salvador,1999,107.331
El Salvador,2000,52.875
El Salvador,2001,136.082
El Salvador,2002,168.403
El Salvador,2003,66.485
El Salvador,2004,68.988
El Salvador,2005,58.617
El Salvador,2006,54.467
El Salvador,2007,505.808
El Salvador,2008,193.535
El Salvador,2009,132.790
El Salvador,2010,120.761
El Salvador,2011,99.507
El Salvador,2012,46.363
El Salvador,2013,63.254
Ethiopia,1973,3.649
Ethiopia,1974,106.689
Ethiopia,1975,24.318
Ethiopia,1976,10.924
Ethiopia,1977,0.180
Ethiopia,1978,0.168
Ethiopia,1979,17.123
Ethiopia,1980,22.600
Ethiopia,1981,7.358
Ethiopia,1982,5.073
Ethiopia,1983,5.156
Ethiopia,1984,215.255
Ethiopia,1985,88.090
Ethiopia,1986,158.843
Ethiopia,1987,19.254
Ethiopia,1988,71.191
Ethiopia,1989,43.554
Ethiopia,1990,148.778
Ethiopia,1991,74.284
Ethiopia,1992,65.525
Ethiopia,1993,46.750
Ethiopia,1994,46.007
Ethiopia,1995,100.102
Ethiopia,1996,46.542
Ethiopia,1997,69.140
Ethiopia,1998,52.249
Ethiopia,1999,175.886
Ethiopia,2000,231.367
Ethiopia,2001,137.007
Ethiopia,2002,199.316
Ethiopia,2003,743.502
Ethiopia,2004,505.040
Ethiopia,2005,768.772
Ethiopia,2006,342.800
Ethiopia,2007,521.379
Ethiopia,2008,1049.140
Ethiopia,2009,953.799
Ethiopia,2010,1003.489
Ethiopia,2011,608.289
Ethiopia,2012,852.389
Ethiopia,2013,642.414
Gambia,1973,2.597
Gambia,1974,4.843
Gambia,1979,1.813
Gambia,1980,12.273
Gambia,1981,12.698
Gambia,1982,4.130
Gambia,1983,8.559
Gambia,1984,14.599
Gambia,1985,10.862
Gambia,1986,11.816
Gambia,1987,21.878
Gambia,1988,13.764
Gambia,1989,9.229
Gambia,1990,10.669
Gambia,1991,23.851
Gambia,1992,11.657
Gambia,1993,11.014
Gambia,1994,9.581
Gambia,1995,2.163
Gambia,1996,0.457
Gambia,1999,4.103
Gambia,2000,4.918
Gambia,2001,1.793
Gambia,2002,2.889
Gambia,2003,5.194
Gambia,2004,3.441
Gambia,2005,2.530
Gambia,2006,5.216
Gambia,2007,1.808
Gambia,2008,12.821
Gambia,2009,5.590
Gambia,2010,7.384
Gambia,2011,2.869
Gambia,2012,2.981
Gambia,2013,2.102
Ghana,1973,80.257
Ghana,1974,7.541
Ghana,1975,0.405
Ghana,1976,31.942
Ghana,1977,0.781
Ghana,1978,0.421
Ghana,1979,35.126
Ghana,1980,58.139
Ghana,1981,57.116
Ghana,1982,27.777
Ghana,1983,9.663
Ghana,1984,46.014
Ghana,1985,28.885
Ghana,1986,29.305
Ghana,1987,38.420
Ghana,1988,58.504
Ghana,1989,58.087
Ghana,1990,52.565
Ghana,1991,57.560
Ghana,1992,45.296
Ghana,1993,135.488
Ghana,1994,47.029
Ghana,1995,132.324
Ghana,1996,621.034
Ghana,1997,96.527
Ghana,1998,32.676
Ghana,1999,300.494
Ghana,2000,84.743
Ghana,2001,84.133
Ghana,2002,71.652
Ghana,2003,95.619
Ghana,2004,84.767
Ghana,2005,86.368
Ghana,2006,138.875
Ghana,2007,593.886
Ghana,2008,218.678
Ghana,2009,175.995
Ghana,2010,249.050
Ghana,2011,180.245
Ghana,2012,195.827
Ghana,2013,131.874
Guatemala,1973,30.267
Guatemala,1974,4.288
Guatemala,1975,67.551
Guatemala,1976,25.554
Guatemala,1977,25.824
Guatemala,1978,19.641
Guatemala,1979,36.085
Guatemala,1980,21.176
Guatemala,1981,33.787
Guatemala,1982,25.691
Guatemala,1983,64.177
Guatemala,1984,81.790
Guatemala,1985,117.433
Guatemala,1986,195.018
Guatemala,1987,326.328
Guatemala,1988,261.040
Guatemala,1989,203.804
Guatemala,1990,193.100
Guatemala,1991,153.176
Guatemala,1992,228.149
Guatemala,1993,87.529
Guatemala,1994,59.292
Guatemala,1995,261.881
Guatemala,1996,303.900
Guatemala,1997,310.027
Guatemala,1998,108.146
Guatemala,1999,297.321
Guatemala,2000,153.863
Guatemala,2001,91.803
Guatemala,2002,106.525
Guatemala,2003,97.113
Guatemala,2004,81.096
Guatemala,2005,161.796
Guatemala,2006,109.843
Guatemala,2007,84.015
Guatemala,2008,110.628
Guatemala,2009,141.836
Guatemala,2010,157.701
Guatemala,2011,143.578
Guatemala,2012,131.562
Guatemala,2013,127.994
Guinea,1973,19.723
Guinea,1974,21.109
Guinea,1975,29.135
Guinea,1976,23.989
Guinea,1977,17.716
Guinea,1979,14.765
Guinea,1980,40.011
Guinea,1981,20.512
Guinea,1982,187.907
Guinea,1983,22.139
Guinea,1984,12.139
Guinea,1985,17.546
Guinea,1986,41.634
Guinea,1987,26.141
Guinea,1988,43.515
Guinea,1989,31.235
Guinea,1990,20.803
Guinea,1991,43.597
Guinea,1992,50.257
Guinea,1993,33.099
Guinea,1994,28.595
Guinea,1995,33.172
Guinea,1996,14.612
Guinea,1997,75.595
Guinea,1998,20.370
Guinea,1999,33.721
Guinea,2000,37.193
Guinea,2001,33.915
Guinea,2002,63.219
Guinea,2003,56.035
Guinea,2004,58.790
Guinea,2005,49.816
Guinea,2006,38.099
Guinea,2007,34.775
Guinea,2008,48.349
Guinea,2009,30.121
Guinea,2010,24.897
Guinea,2011,37.914
Guinea,2012,30.155
Guinea,2013,35.367
Guyana,1973,0.867
Guyana,1974,0.111
Guyana,1975,9.457
Guyana,1977,18.617
Guyana,1978,68.324
Guyana,1979,13.185
Guyana,1980,7.977
Guyana,1981,5.578
Guyana,1982,3.740
Guyana,1983,0.543
Guyana,1985,0.147
Guyana,1986,5.836
Guyana,1987,20.220
Guyana,1988,20.408
Guyana,1989,51.822
Guyana,1990,37.504
Guyana,1991,84.572
Guyana,1992,64.192
Guyana,1993,5.365
Guyana,1994,3.632
Guyana,1995,18.982
Guyana,1996,15.278
Guyana,1997,10.438
Guyana,1998,3.789
Guyana,1999,21.343
Guyana,2000,12.999
Guyana,2001,20.864
Guyana,2002,19.139
Guyana,2003,11.562
Guyana,2004,25.684
Guyana,2005,25.748
Guyana,2006,22.500
Guyana,2007,35.518
Guyana,2008,27.450
Guyana,2009,22.303
Guyana,2010,18.605
Guyana,2011,20.081
Guyana,2012,10.469
Guyana,2013,10.647
Haiti,1973,19.852
Haiti,1974,29.500
Haiti,1975,7.701
Haiti,1976,80.814
Haiti,1977,10.690
Haiti,1978,29.462
Haiti,1979,36.706
Haiti,1980,53.327
Haiti,1981,70.709
Haiti,1982,89.169
Haiti,1983,98.483
Haiti,1984,104.453
Haiti,1985,113.793
Haiti,1986,150.819
Haiti,1987,178.132
Haiti,1988,75.153
Haiti,1989,92.400
Haiti,1990,101.269
Haiti,1991,97.374
Haiti,1992,47.513
Haiti,1993,98.206
Haiti,1994,89.219
Haiti,1995,277.498
Haiti,1996,106.188
Haiti,1997,171.948
Haiti,1998,104.769
Haiti,1999,151.868
Haiti,2000,105.299
Haiti,2001,96.582
Haiti,2002,71.265
Haiti,2003,94.687
Haiti,2004,180.315
Haiti,2005,202.855
Haiti,2006,259.527
Haiti,2007,217.532
Haiti,2008,318.059
Haiti,2009,389.492
Haiti,2010,1473.335
Haiti,2011,1218.123
Haiti,2012,540.307
Haiti,2013,416.790
Honduras,1973,3.698
Honduras,1974,156.336
Honduras,1975,18.033
Honduras,1976,67.366
Honduras,1977,0.390
Honduras,1978,28.059
Honduras,1979,51.472
Honduras,1980,221.111
Honduras,1981,84.043
Honduras,1982,185.485
Honduras,1983,203.832
Honduras,1984,172.236
Honduras,1985,399.150
Honduras,1986,227.001
Honduras,1987,359.687
Honduras,1988,268.277
Honduras,1989,126.499
Honduras,1990,303.354
Honduras,1991,169.303
Honduras,1992,96.615
Honduras,1993,47.440
Honduras,1994,29.895
Honduras,1995,19.831
Honduras,1996,22.743
Honduras,1997,30.111
Honduras,1998,46.638
Honduras,1999,522.077
Honduras,2000,80.280
Honduras,2001,81.189
Honduras,2002,72.066
Honduras,2003,78.116
Honduras,2004,115.478
Honduras,2005,332.209
Honduras,2006,144.128
Honduras,2007,138.430
Honduras,2008,66.689
Honduras,2009,61.298
Honduras,2010,108.025
Honduras,2011,80.916
Honduras,2012,91.394
Honduras,2013,84.597
India,1973,258.800
India,1974,372.006
India,1975,562.700
India,1976,251.865
India,1977,74.169
India,1978,236.848
India,1979,549.843
India,1980,827.536
India,1981,679.013
India,1982,439.453
India,1983,389.583
India,1984,486.385
India,1985,291.952
India,1986,426.997
India,1987,358.190
India,1988,393.514
India,1989,326.678
India,1990,229.537
India,1991,303.064
India,1992,1161.174
India,1993,461.426
India,1994,1843.572
India,1995,420.193
India,1996,624.683
India,1997,509.374
India,1998,531.598
India,1999,604.660
India,2000,235.160
India,2001,633.063
India,2002,269.641
India,2003,214.162
India,2004,197.002
India,2005,221.037
India,2006,185.984
India,2007,169.040
India,2008,156.963
India,2009,142.333
India,2010,145.177
India,2011,146.941
India,2012,118.256
India,2013,80.265
Indonesia,1973,498.491
Indonesia,1974,195.744
Indonesia,1975,294.742
Indonesia,1976,487.056
Indonesia,1977,525.638
Indonesia,1978,466.737
Indonesia,1979,386.750
Indonesia,1980,807.547
Indonesia,1981,176.104
Indonesia,1982,1052.056
Indonesia,1983,632.881
Indonesia,1984,509.228
Indonesia,1985,289.458
Indonesia,1986,216.755
Indonesia,1987,473.571
Indonesia,1988,398.371
Indonesia,1989,309.387
Indonesia,1990,396.249
Indonesia,1991,765.189
Indonesia,1992,291.228
Indonesia,1993,1012.162
Indonesia,1994,627.656
Indonesia,1995,1628.062
Indonesia,1996,2044.512
Indonesia,1997,864.248
Indonesia,1998,123.001
Indonesia,1999,728.961
Indonesia,2000,309.988
Indonesia,2001,399.551
Indonesia,2002,478.831
Indonesia,2003,224.955
Indonesia,2004,182.717
Indonesia,2005,679.311
Indonesia,2006,401.632
Indonesia,2007,255.112
Indonesia,2008,194.009
Indonesia,2009,214.881
Indonesia,2010,295.223
Indonesia,2011,218.716
Indonesia,2012,202.768
Indonesia,2013,711.840
Jamaica,1973,26.561
Jamaica,1974,37.337
Jamaica,1975,4.813
Jamaica,1976,7.602
Jamaica,1977,109.902
Jamaica,1978,25.534
Jamaica,1979,33.520
Jamaica,1980,35.301
Jamaica,1981,349.959
Jamaica,1982,268.369
Jamaica,1983,213.398
Jamaica,1984,372.452
Jamaica,1985,141.892
Jamaica,1986,226.127
Jamaica,1987,179.001
Jamaica,1988,111.869
Jamaica,1989,265.007
Jamaica,1990,279.024
Jamaica,1991,185.781
Jamaica,1992,201.820
Jamaica,1993,27.498
Jamaica,1994,176.174
Jamaica,1995,166.584
Jamaica,1996,71.077
Jamaica,1997,87.117
Jamaica,1998,104.141
Jamaica,1999,30.887
Jamaica,2000,79.116
Jamaica,2001,31.006
Jamaica,2002,25.687
Jamaica,2003,27.527
Jamaica,2004,43.640
Jamaica,2005,38.960
Jamaica,2006,34.252
Jamaica,2007,34.194
Jamaica,2008,23.473
Jamaica,2009,26.056
Jamaica,2010,34.325
Jamaica,2011,23.523
Jamaica,2012,15.068
Jamaica,2013,19.738
Jordan,1973,275.514
Jordan,1974,104.371
Jordan,1975,96.416
Jordan,1976,115.631
Jordan,1977,76.061
Jordan,1978,152.586
Jordan,1979,169.077
Jordan,1980,835.020
Jordan,1981,23.110
Jordan,1982,35.574
Jordan,1983,53.371
Jordan,1984,149.193
Jordan,1985,184.221
Jordan,1986,191.972
Jordan,1987,231.399
Jordan,1988,172.161
Jordan,1989,45.971
Jordan,1990,115.964
Jordan,1991,111.524
Jordan,1992,32.512
Jordan,1993,137.718
Jordan,1994,61.028
Jordan,1995,58.671
Jordan,1996,30.286
Jordan,1997,197.504
Jordan,1998,209.467
Jordan,1999,365.312
Jordan,2000,347.351
Jordan,2001,276.667
Jordan,2002,450.278
Jordan,2003,1160.931
Jordan,2004,447.627
Jordan,2005,489.518
Jordan,2006,375.922
Jordan,2007,326.257
Jordan,2008,537.361
Jordan,2009,833.014
Jordan,2010,431.101
Jordan,2011,814.657
Jordan,2012,794.628
Jordan,2013,701.309
Kenya,1973,41.973
Kenya,1974,37.190
Kenya,1975,45.597
Kenya,1977,71.917
Kenya,1978,56.680
Kenya,1979,12.020
Kenya,1980,141.126
Kenya,1981,80.934
Kenya,1982,144.251
Kenya,1983,155.182
Kenya,1984,153.367
Kenya,1985,89.579
Kenya,1986,124.309
Kenya,1987,79.576
Kenya,1988,133.877
Kenya,1989,94.046
Kenya,1990,151.070
Kenya,1991,41.196
Kenya,1992,42.283
Kenya,1993,28.924
Kenya,1994,28.014
Kenya,1995,20.369
Kenya,1996,15.735
Kenya,1997,92.513
Kenya,1998,59.454
Kenya,1999,136.507
Kenya,2000,66.397
Kenya,2001,80.905
Kenya,2002,124.398
Kenya,2003,147.913
Kenya,2004,221.203
Kenya,2005,263.787
Kenya,2006,415.156
Kenya,2007,562.562
Kenya,2008,755.578
Kenya,2009,921.700
Kenya,2010,800.565
Kenya,2011,988.482
Kenya,2012,738.466
Kenya,2013,789.776
Lebanon,1973,4.565
Lebanon,1974,21.515
Lebanon,1977,20.539
